1	-0.0552643	0.0237423	0.0111249
1	0.0345019	0.0494137	0.0305634
1	-0.0592292	0.0173725	0.00984093
1	-0.0538583	0.019475	0.0106432
1	-0.0565426	0.0137742	0.0050113
1	0.044349	-0.125715	0.0317326
1	0.0431577	-0.146286	0.102564
1	0.0517458	0.0219629	-0.110745
1	0.0450076	-0.142337	0.103637
1	0.107143	0.0838565	0.0509062
1	0.0944138	0.0673968	0.0125055
1	0.109393	0.0890952	0.0647667
1	-0.0568582	0.0144524	0.00884672
1	-0.0555034	0.0185266	0.00759567
1	0.0492507	-0.00114135	-0.141926
1	-0.0501204	0.00940019	-0.000882794
1	-0.0557007	0.0140671	0.00640415
1	-0.0552544	0.0208219	0.00963135
1	-0.0564159	0.0151325	0.00498617
1	-0.0348144	-0.00365891	-0.00810782
1	-0.0546693	0.0136809	0.00906393
1	-0.0578253	0.0167566	0.00940683
1	-0.0514794	0.0204079	0.00765108
1	-0.0572064	0.0136207	0.00882873
1	0.0896428	0.0516811	0.0167032
1	0.108276	0.087827	0.062443
1	-0.056795	0.0239097	0.0105681
1	0.0471989	-0.160141	0.13376
1	-0.0562935	0.0105744	0.00646317
1	0.100713	0.0684822	0.0168479
1	0.0364288	-0.0693991	-0.111776
1	-0.053105	0.0222586	0.00864637
1	-0.0531703	0.0223888	0.00868412
1	-0.0545166	0.0123884	0.00912799
1	-0.0563354	0.0130086	0.0059871
1	0.103308	0.0656523	0.00440999
1	0.0186651	-0.0697871	-0.0205161
1	-0.050255	0.0103815	0.00425519
1	0.103352	0.0827103	0.0545293
1	0.104923	0.0750449	0.0254621
1	0.0413106	-0.11966	-0.127379
1	-0.0550403	0.014715	0.00516194
1	-0.0305949	-0.00477511	-0.00742359
1	-0.0547516	0.0103908	0.00625347
1	0.0446872	-0.105547	-0.0799172
1	0.0291232	-0.0685994	-0.133529
1	-0.0555688	0.0135543	0.00754861
1	0.0269463	-0.0638375	-0.123582
1	0.0410835	-0.119574	-0.126928
1	-0.039708	0.0146966	0.000787826
1	-0.0555824	0.0140373	0.00417565
1	-0.0565912	0.0233186	0.00868267
1	0.0405474	-0.113162	-0.134611
1	0.107379	0.0855222	0.0551602
1	-0.0556647	0.0143849	0.00998887
1	-0.0574873	0.0141136	0.00843354
1	0.0997391	0.0701952	0.0132442
1	0.0987919	0.0681109	0.0088882
1	-0.0549163	0.0222122	0.0129055
1	0.102011	0.0740774	0.0207618
1	-0.0419033	5.23918e-05	0.00266735
1	-0.0542733	0.0222455	0.0106034
1	-0.0472825	0.00965925	0.00182996
1	0.0352157	-0.13333	0.112048
1	-0.0466974	0.00843843	0.00104288
1	-0.0534527	0.00972759	0.0111061
1	-0.0575703	0.0153246	0.00926954
1	-0.0327433	0.0106422	-0.00859801
1	0.0345021	-0.0598328	-0.162096
1	0.0532176	-0.0585626	-0.030532
1	-0.0569332	0.015264	0.00864061
1	-0.0541378	0.0233707	0.00868239
1	-0.0565773	0.0159056	0.00794047
1	-0.0569006	0.0147141	0.0119213
1	-0.0567784	0.0145079	0.0111073
1	0.0424855	-0.117673	-0.134734
1	0.0813165	0.0494843	-0.0168402
1	0.0605028	0.0339556	-0.0770975
1	0.0578654	0.0184843	-0.145121
1	-0.0557123	0.0111575	0.00442721
1	-0.0558603	0.0142971	0.0114618
1	-0.0540388	0.0228563	0.0120527
1	-0.0579031	0.0172152	0.0112976
1	0.105193	0.0741919	0.0118693
1	-0.0557599	0.0115904	0.00926533
1	-0.0560297	0.013657	0.00976383
1	-0.0563485	0.0140139	0.0116417
1	0.0492869	-0.0678313	-0.151428
1	0.102125	0.0764696	0.0381667
1	-0.0563069	0.0143552	0.0111899
1	0.0505542	-0.0360305	-0.139665
1	0.107415	0.0838909	0.0443441
1	-0.0546086	0.0130803	0.00456121
1	0.0436084	-0.0675426	-0.110683
1	0.103937	0.0735759	0.00688952
1	0.045665	-0.160028	0.134569
1	0.0447982	-0.149161	0.113223
1	0.0478454	-0.150306	0.108131
1	0.111879	0.0906347	0.0541747
1	-0.052547	0.0104052	0.00332525
1	-0.0394897	0.0124061	-0.000426674
1	-0.0579553	0.0128264	0.0151625
1	-0.0601206	0.0168299	0.00946307
1	-0.0518411	0.00663559	0.00452131
1	-0.0288943	0.00122176	-0.00893311
1	-0.0284568	0.000557266	-0.0124671
1	0.0541374	0.00343044	-0.0868705
1	-0.0584572	0.0164563	0.0116049
1	0.0450277	-0.0610887	-0.123675
1	0.109026	0.0890697	0.052573
1	-0.0535423	0.013866	0.00802814
1	0.104054	0.0810939	0.0438858
1	-0.0535121	0.0202082	0.0085318
1	-0.0580246	0.0157064	0.0101689
1	0.0510071	0.0214029	-0.115253
1	-0.0558098	0.0240158	0.00798085
1	0.0990725	0.0685473	0.0149121
1	0.0434789	-0.137233	0.0828572
1	0.104389	0.0752581	0.0244716
1	-0.0398379	0.0132364	-0.00146882
1	-0.0485592	0.00796833	0.00673978
1	-0.0534605	0.0137254	0.00415457
1	-0.0479091	0.0166709	0.00787605
1	0.0474372	-0.142716	0.111958
1	0.0427295	-0.139452	0.107131
1	0.0394161	-0.109928	-0.11954
1	-0.0571948	0.0166739	0.0098352
1	-0.0532721	0.019993	0.0107985
1	0.0991244	0.0634098	0.0046604
1	-0.0569803	0.0141329	0.00687728
1	-0.0558702	0.0107657	0.00834036
1	-0.045171	0.00139657	-0.0107434
1	-0.0576841	0.0166419	0.00855481
1	-0.054537	0.0231898	0.00702891
1	-0.0402715	0.0134868	-0.00197454
1	0.0464424	-0.159098	0.1348
1	-0.0603242	0.0150043	0.00875113
1	-0.0564784	0.0147763	0.00926489
1	-0.0595283	0.0134825	0.0104551
1	0.0473317	-0.158498	0.13466
1	-0.0439561	-0.000795667	-0.00362262
1	0.105856	0.0877769	0.0535866
1	-0.0567244	0.0117644	0.0124988
1	-0.0575506	0.0123317	0.010524
1	-0.0553015	0.0148385	0.00884803
1	0.0448722	-0.148124	0.104999
1	-0.0587679	0.0141603	0.0139396
1	-0.0576291	0.0137585	0.0117927
1	-0.0397417	0.0143183	-0.00194746
1	-0.053459	0.0228565	0.00979841
1	-0.0425454	0.00611757	-0.00277936
1	0.0459087	-0.149415	0.10404
1	-0.055411	0.0114154	0.00705397
1	0.0580633	0.0139301	-0.138732
1	-0.0491129	0.00562639	-0.00129135
1	-0.0519145	0.0113144	-0.00234718
1	-0.0442984	0.0166743	0.00676321
1	-0.0557811	0.0126284	0.01178
1	-0.0582178	0.0253687	0.0121802
1	-0.054718	0.0218073	0.0106794
1	-0.0513159	0.0185783	0.00573878
1	-0.053439	0.0103109	0.00672589
1	0.090507	0.0078345	0.0840898
1	0.0181223	-0.0405307	-0.0530102
1	0.102026	0.0711806	0.0094865
1	0.0531766	0.0158828	-0.140012
1	-0.0541783	0.0137437	0.00825558
1	-0.0567406	0.0161942	0.0109151
1	-0.0579375	0.0143066	0.00931464
1	-0.0462679	0.00510593	0.00224135
1	0.0820941	0.0483753	-0.00456627
1	0.0557836	0.0173132	-0.143505
1	0.111873	0.0913581	0.0645813
1	-0.040214	0.00728338	-0.00149542
1	-0.0340361	0.0131755	-0.00820023
1	0.0411924	-0.115077	-0.137331
